index,name,desc,higher_level,range,components,material,ritual,duration,concentration,casting_time,level,attack_type,classes,subclasses,url,damage.damage_type.index,damage.damage_type.name,damage.damage_type.url,damage.damage_at_slot_level.2,damage.damage_at_slot_level.3,damage.damage_at_slot_level.4,damage.damage_at_slot_level.5,damage.damage_at_slot_level.6,damage.damage_at_slot_level.7,damage.damage_at_slot_level.8,damage.damage_at_slot_level.9,school.index,school.name,school.url,damage.damage_at_character_level.1,damage.damage_at_character_level.5,damage.damage_at_character_level.11,damage.damage_at_character_level.17,dc.dc_type.index,dc.dc_type.name,dc.dc_type.url,dc.dc_success,heal_at_slot_level.2,heal_at_slot_level.3,heal_at_slot_level.4,heal_at_slot_level.5,heal_at_slot_level.6,heal_at_slot_level.7,heal_at_slot_level.8,heal_at_slot_level.9,area_of_effect.type,area_of_effect.size,dc.desc,damage.damage_at_slot_level.1,heal_at_slot_level.1
modify-memory,Modify Memory,"[""You attempt to reshape another creature's memories. One creature that you can see must make a wisdom saving throw. If you are fighting the creature, it has advantage on the saving throw. On a failed save, the target becomes charmed by you for the duration. The charmed target is incapacitated and unaware of its surroundings, though it can still hear you. If it takes any damage or is targeted by another spell, this spell ends, and none of the target's memories are modified."", ""While this charm lasts, you can affect the target's memory of an event that it experienced within the last 24 hours and that lasted no more than 10 minutes. You can permanently eliminate all memory of the event, allow the target to recall the event with perfect clarity and exacting detail, change its memory of the details of the event, or create a memory of some other event."", ""You must speak to the target to describe how its memories are affected, and it must be able to understand your language for the modified memories to take root. Its mind fills in any gaps in the details of your description. If the spell ends before you have finished describing the modified memories, the creature's memory isn't altered. Otherwise, the modified memories take hold when the spell ends."", ""A modified memory doesn't necessarily affect how a creature behaves, particularly if the memory contradicts the creature's natural inclinations, alignment, or beliefs. An illogical modified memory, such as implanting a memory of how much the creature enjoyed dousing itself in acid, is dismissed, perhaps as a bad dream. The DM might deem a modified memory too nonsensical to affect a creature in a significant manner."", ""A remove curse or greater restoration spell cast on the target restores the creature's true memory.""]","[""If you cast this spell using a spell slot of 6th level or higher, you can alter the target's memories of an event that took place up to 7 days ago (6th level), 30 days ago (7th level), 1 year ago (8th level), or any time in the creature's past (9th level).""]",30 feet,"['V', 'S']",,False,Up to 1 minute,True,1 action,5,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],/api/spells/modify-memory,,,,,,,,,,,,enchantment,Enchantment,/api/magic-schools/enchantment,,,,,wis,WIS,/api/ability-scores/wis,none,,,,,,,,,,,,,
moonbeam,Moonbeam,"['A silvery beam of pale light shines down in a 5-foot radius, 40-foot-high cylinder centered on a point within range. Until the spell ends, dim light fills the cylinder.', ""When a creature enters the spell's area for the first time on a turn or starts its turn there, it is engulfed in ghostly flames that cause searing pain, and it must make a constitution saving throw. It takes 2d10 radiant damage on a failed save, or half as much damage on a successful one."", ""A shapechanger makes its saving throw with disadvantage. If it fails, it also instantly reverts to its original form and can't assume a different form until it leaves the spell's light."", 'On each of your turns after you cast this spell, you can use an action to move the beam 60 feet in any direction.']","['When you cast this spell using a spell slot of 3rd level or higher, the damage increases by 1dl0 for each slot level above 2nd.']",120 feet,"['V', 'S', 'M']",Several seeds of any moonseed plant and a piece of opalescent feldspar.,False,Up to 1 minute,True,1 action,2,,"[{'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",/api/spells/moonbeam,radiant,Radiant,/api/damage-types/radiant,2d10,3d10,4d10,5d10,6d10,7d10,8d10,9d10,evocation,Evocation,/api/magic-schools/evocation,,,,,con,CON,/api/ability-scores/con,half,,,,,,,,,cylinder,5.0,,,
move-earth,Move Earth,"[""Choose an area of terrain no larger than 40 feet on a side within range. You can reshape dirt, sand, or clay in the area in any manner you choose for the duration. You can raise or lower the area's elevation, create or fill in a trench, erect or flatten a wall, or form a pillar. The extent of any such changes can't exceed half the area's largest dimension. So, if you affect a 40-foot square, you can create a pillar up to 20 feet high, raise or lower the square's elevation by up to 20 feet, dig a trench up to 20 feet deep, and so on. It takes 10 minutes for these changes to complete."", 'At the end of every 10 minutes you spend concentrating on the spell, you can choose a new area of terrain to affect.', ""Because the terrain's transformation occurs slowly, creatures in the area can't usually be trapped or injured by the ground's movement."", ""This spell can't manipulate natural stone or stone construction. Rocks and structures shift to accommodate the new terrain. If the way you shape the terrain would make a structure unstable, it might collapse."", ""Similarly, this spell doesn't directly affect plant growth. The moved earth carries any plants along with it.""]",,120 feet,"['V', 'S', 'M']","An iron blade and a small bag containing a mixture of soils--clay, loam, and sand.",False,Up to 2 hours,True,1 action,6,,"[{'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],/api/spells/move-earth,,,,,,,,,,,,transmutation,Transmutation,/api/magic-schools/transmutation,,,,,,,,,,,,,,,,,cone,40.0,,,
nondetection,Nondetection,"[""For the duration, you hide a target that you touch from divination magic. The target can be a willing creature or a place or an object no larger than 10 feet in any dimension. The target can't be targeted by any divination magic or perceived through magical scrying sensors.""]",,Touch,"['V', 'S', 'M']","A pinch of diamond dust worth 25 gp sprinkled over the target, which the spell consumes.",False,8 hours,False,1 action,3,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'ranger', 'name': 'Ranger', 'url': '/api/classes/ranger'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",/api/spells/nondetection,,,,,,,,,,,,abjuration,Abjuration,/api/magic-schools/abjuration,,,,,,,,,,,,,,,,,,,,,
pass-without-trace,Pass Without Trace,"[""A veil of shadows and silence radiates from you, masking you and your companions from detection. For the duration, each creature you choose within 30 feet of you (including you) has a +10 bonus to Dexterity (Stealth) checks and can't be tracked except by magical means. A creature that receives this bonus leaves behind no tracks or other traces of its passage.""]",,Self,"['V', 'S', 'M']",Ashes from a burned leaf of mistletoe and a sprig of spruce.,False,Up to 1 hour,True,1 action,2,,"[{'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'ranger', 'name': 'Ranger', 'url': '/api/classes/ranger'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}, {'index': 'land', 'name': 'Land', 'url': '/api/subclasses/land'}]",/api/spells/pass-without-trace,,,,,,,,,,,,abjuration,Abjuration,/api/magic-schools/abjuration,,,,,,,,,,,,,,,,,,,,,
passwall,Passwall,"[""A passage appears at a point of your choice that you can see on a wooden, plaster, or stone surface (such as a wall, a ceiling, or a floor) within range, and lasts for the duration. You choose the opening's dimensions: up to 5 feet wide, 8 feet tall, and 20 feet deep. The passage creates no instability in a structure surrounding it."", 'When the opening disappears, any creatures or objects still in the passage created by the spell are safely ejected to an unoccupied space nearest to the surface on which you cast the spell.']",,30 feet,"['V', 'S', 'M']",A pinch of sesame seeds.,False,1 hour,False,1 action,5,,"[{'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'land', 'name': 'Land', 'url': '/api/subclasses/land'}]",/api/spells/passwall,,,,,,,,,,,,transmutation,Transmutation,/api/magic-schools/transmutation,,,,,,,,,,,,,,,,,,,,,
phantasmal-killer,Phantasmal Killer,"[""You tap into the nightmares of a creature you can see within range and create an illusory manifestation of its deepest fears, visible only to that creature. The target must make a wisdom saving throw. On a failed save, the target becomes frightened for the duration. At the start of each of the target's turns before the spell ends, the target must succeed on a wisdom saving throw or take 4d10 psychic damage. On a successful save, the spell ends.""]","['When you cast this spell using a spell slot of 5th level or higher, the damage increases by 1d10 for each slot level above 4th.']",120 feet,"['V', 'S']",,False,Up to 1 minute,True,1 action,4,,"[{'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],/api/spells/phantasmal-killer,psychic,Psychic,/api/damage-types/psychic,,,4d10,,,,,,illusion,Illusion,/api/magic-schools/illusion,,,,,wis,WIS,/api/ability-scores/wis,none,,,,,,,,,,,,,
phantom-steed,Phantom Steed,"[""A Large quasi-real, horselike creature appears on the ground in an unoccupied space of your choice within range. You decide the creature's appearance, but it is equipped with a saddle, bit, and bridle. Any of the equipment created by the spell vanishes in a puff of smoke if it is carried more than 10 feet away from the steed."", 'For the duration, you or a creature you choose can ride the steed. The creature uses the statistics for a riding horse, except it has a speed of 100 feet and can travel 10 miles in an hour, or 13 miles at a fast pace. When the spell ends, the steed gradually fades, giving the rider 1 minute to dismount. The spell ends if you use an action to dismiss it or if the steed takes any damage.']",,30 feet,"['V', 'S']",,True,1 hour,False,1 minute,3,,"[{'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",/api/spells/phantom-steed,,,,,,,,,,,,illusion,Illusion,/api/magic-schools/illusion,,,,,,,,,,,,,,,,,,,,,
planar-ally,Planar Ally,"[""You beseech an otherworldly entity for aid. The being must be known to you: a god, a primordial, a demon prince, or some other being of cosmic power. That entity sends a celestial, an elemental, or a fiend loyal to it to aid you, making the creature appear in an unoccupied space within range. If you know a specific creature's name, you can speak that name when you cast this spell to request that creature, though you might get a different creature anyway (DM's choice)."", ""When the creature appears, it is under no compulsion to behave in any particular way. You can ask the creature to perform a service in exchange for payment, but it isn't obliged to do so. The requested task could range from simple (fly us across the chasm, or help us fight a battle) to complex (spy on our enemies, or protect us during our foray into the dungeon). You must be able to communicate with the creature to bargain for its services."", 'Payment can take a variety of forms. A celestial might require a sizable donation of gold or magic items to an allied temple, while a fiend might demand a living sacrifice or a gift of treasure. Some creatures might exchange their service for a quest undertaken by you.', ""As a rule of thumb, a task that can be measured in minutes requires a payment worth 100 gp per minute. A task measured in hours requires 1,000 gp per hour. And a task measured in days (up to 10 days) requires 10,000 gp per day. The DM can adjust these payments based on the circumstances under which you cast the spell. If the task is aligned with the creature's ethos, the payment might be halved or even waived. Nonhazardous tasks typically require only half the suggested payment, while especially dangerous tasks might require a greater gift. Creatures rarely accept tasks that seem suicidal."", ""After the creature completes the task, or when the agreed-upon duration of service expires, the creature returns to its home plane after reporting back to you, if appropriate to the task and if possible. If you are unable to agree on a price for the creature's service, the creature immediately returns to its home plane."", 'A creature enlisted to join your group counts as a member of it, receiving a full share of experience points awarded.']",,60 feet,"['V', 'S']",,False,Instantaneous,False,10 minutes,6,,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]",[],/api/spells/planar-ally,,,,,,,,,,,,conjuration,Conjuration,/api/magic-schools/conjuration,,,,,,,,,,,,,,,,,,,,,
planar-binding,Planar Binding,"[""With this spell, you attempt to bind a celestial, an elemental, a fey, or a fiend to your service. The creature must be within range for the entire casting of the spell. (Typically, the creature is first summoned into the center of an inverted magic circle in order to keep it trapped while this spell is cast.) At the completion of the casting, the target must make a charisma saving throw. On a failed save, it is bound to serve you for the duration. If the creature was summoned or created by another spell, that spell's duration is extended to match the duration of this spell."", 'A bound creature must follow your instructions to the best of its ability. You might command the creature to accompany you on an adventure, to guard a location, or to deliver a message. The creature obeys the letter of your instructions, but if the creature is hostile to you, it strives to twist your words to achieve its own objectives. If the creature carries out your instructions completely before the spell ends, it travels to you to report this fact if you are on the same plane of existence. If you are on a different plane of existence, it returns to the place where you bound it and remains there until the spell ends.']","['When you cast this spell using a spell slot of a higher level, the duration increases to 10 days with a 6th-level slot, to 30 days with a 7th-level slot, to 180 days with an 8th-level slot, and to a year and a day with a 9th-level spell slot.']",60 feet,"['V', 'S', 'M']","A jewel worth at least 1,000 gp, which the spell consumes.",False,24 hours,False,1 hour,5,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],/api/spells/planar-binding,,,,,,,,,,,,abjuration,Abjuration,/api/magic-schools/abjuration,,,,,cha,CHA,/api/ability-scores/cha,none,,,,,,,,,,,,,
